id,name,address,street,city,state,zip,latitude,longitude,court_count,lighted,hitting_wall,pickleball_lined,indoor_outdoor,managed_by,reservation_policy,contact_phone,booking_url,court_level_booking_url,hours,description,notes,category,status
125,Civic Center Playfield Tennis court,"310 6th Ave N, Edmonds, WA 98020",310 6th Ave N,Edmonds,WA,98020,,,2,False,False,True,outdoor,"City of Edmonds Parks, Recreation and Human Services",First come first serve,,,,,Non-Reservable,Per City of Edmonds athletics page + RCO project: Civic Center Playfield has tennis/pickleball courts. Court count of 2 from prior data — public sources confirm tennis/PB use but don't clearly state count; verify if precision matters.,public_park,active
126,South Lynnwood Park Pickleball and Tennis Courts,"20915 61st Ave W, Lynnwood, WA 98036",20915 61st Ave W,Lynnwood,WA,98036,,,2,False,False,True,outdoor,"City of Lynnwood Parks, Recreation and Cultural Arts",First come first serve,,,,,Non-Reservable,,public_park,active
127,Northern Lights Tennis Court,"4402 212th St SW, Mountlake Terrace, WA 98043",4402 212th St SW,Mountlake Terrace,WA,98043,,,1,False,False,False,outdoor,Apartments owned,First come first serve,,,,,Non-Reservable,,public_park,active
128,Mountlake Terrace High School Tennis Courts,"21801 44th Ave W, Mountlake Terrace, WA 98043",21801 44th Ave W,Mountlake Terrace,WA,98043,,,5,True,False,False,outdoor,School,First come first serve,,,,,,,school,active
129,Meadowdale High School Tennis Courts,"6002 168th St SW, Lynnwood, WA 98037",6002 168th St SW,Lynnwood,WA,98037,,,5,False,False,False,outdoor,School,First come first serve,(425) 431-7650,,,,"Non-Reservable, may have school usage restrictions",Address corrected per official Meadowdale HS / NCES. ⚠️ Court count 5 vs 6 conflict between tennis directories — field-verify.,school,active
130,Pioneer Park Tennis Court,"18400 36th Ave W, Lynnwood, WA 98037",18400 36th Ave W,Lynnwood,WA,98037,,,2,False,False,False,outdoor,"City of Lynnwood Parks, Recreation and Cultural Arts",First come first serve,(425) 670-5732,,,,,,public_park,active
131,Lynnwood High School Tennis Courts,"18218 North Rd, Bothell, WA 98012",18218 North Rd,Bothell,WA,98012,,,5,True,False,False,outdoor,School,First come first serve,,,,,"Non-Reservable, may have school usage restrictions",,school,active
132,Kamiakin Middle School Tennis Courts,"14111 132nd Ave NE, Kirkland, WA 98034",14111 132nd Ave NE,Kirkland,WA,98034,,,4,False,False,False,outdoor,Lake Washington School District,First come first serve,(425) 936-2400,,,,"Non-Reservable, may have school usage restrictions",,school,active
133,Highland Park Playground,"1100 SW Cloverdale St, Seattle, WA 98106",1100 SW Cloverdale St,Seattle,WA,98106,,,1,False,False,False,outdoor,Seattle Parks & Recreation,,(206) 684-4082,,,,Single tennis court in the southwest corner of the park.,,public_park,active
134,Blue Ridge Tennis Courts,"2601 NW Esplanade, Seattle, WA 98117",2601 NW Esplanade,Seattle,WA,98117,,,2,False,False,False,outdoor,HOA/Private,Members & lesson registrants only,,https://blueridgeseattle.com/pool-tennis,,,Two well-maintained hard-surface courts. Private — HOA members and guests; non-residents may register for lessons.,,hoa_community,active
135,Grass Lawn Park Tennis Courts,"7031 148th Ave NE, Redmond, WA 98052",7031 148th Ave NE,Redmond,WA,98052,,,6,True,True,False,outdoor,City of Redmond,First come first serve,(425) 556-2311,,,Dawn to Dusk,Six lighted tennis courts at Redmond's 28.5-acre community park. Drop-in; City programs have first priority; 1-hour max when others are waiting.,,public_park,active
136,Hartman Park Pickleball and Tennis Courts,"17300 NE 104th St, Redmond, WA 98052",17300 NE 104th St,Redmond,WA,98052,,,2,False,False,True,outdoor,City of Redmond,First come first serve,(425) 556-2311,,,Dawn to Dusk,Tennis courts at this Redmond community park.,,public_park,active
137,Perrigo Park Tennis and Pickleball Courts,"9011 196th Ave NE, Redmond, WA 98053",9011 196th Ave NE,Redmond,WA,98053,,,3,True,False,True,outdoor,City of Redmond,First come first serve,(425) 556-2311,,,Dawn to Dusk,Tennis courts at Perrigo Park.,3 lighted tennis/pickleball courts (per City of Redmond official). Court 3 contains 4 pickleball courts.,public_park,active
138,Reservoir Park Tennis Court,"16317 NE 95th St, Redmond, WA 98052",16317 NE 95th St,Redmond,WA,98052,,,3,False,False,False,outdoor,City of Redmond,First come first serve,(425) 556-2311,,,Dawn to Dusk,Three tennis courts at Reservoir Park (Redmond).,"CLOSED for construction since July 2025 (per City of Redmond). Park has 3 tennis courts when reopened. | Post-construction note: Redmond says replacement sport court will include markings for tennis, pickleball, AND basketball. Recheck Pickleball Lined status when courts reopen.",public_park,temporarily_closed
139,Marymoor Tennis Courts,"6055 East Lake Sammamish Trail, Redmond, WA 98052",6055 East Lake Sammamish Trail,Redmond,WA,98052,,,4,True,False,False,outdoor,King County Parks,First come first serve,(206) 477-7275,,,Dawn to Dusk,Tennis courts at the 640-acre King County regional park. Drop-in use.,,public_park,active
140,Redmond Middle School Tennis Courts,"10055 166th Ave NE, Redmond, WA 98052",10055 166th Ave NE,Redmond,WA,98052,,,6,False,False,True,outdoor,School,"No membership required, first come first play",,,,,6 tennis courts on the school campus. Public use outside school hours; not reservable.,Lake Washington School District | Per Redmond pickleball page: 6 tennis/pickleball courts with LWSD/City priority access.,school,active
141,Redmond High School Tennis Courts,"17272 NE 104th St, Redmond, WA 98052",17272 NE 104th St,Redmond,WA,98052,,,6,False,False,False,outdoor,School,"No membership required, first come first play",,,,,Tennis courts at Redmond High School. Public use outside school hours; not reservable.,"Court count 8→6 per multiple court directories (TennisRound, etc.). Verify on-site if accuracy matters.",school,active
142,Redmond Ridge East Tennis Court,"Redmond Ridge East Tennis Court, 22815 NE Alder Crest Dr, Redmond, WA 98053","Redmond Ridge East Tennis Court, 22815 NE Alder Crest Dr",Redmond,WA,98053,,,1,False,False,False,outdoor,HOA/Private,First come first serve,,,,,,Address was malformed (venue name duplicated). Replaced with best-guess street address; verify on map.,hoa_community,active
143,Rose Hill Middle School Tennis and Pickleball Courts,"13505 NE 75th St, Redmond, WA 98052",13505 NE 75th St,Redmond,WA,98052,,,4,False,False,True,outdoor,School,First come first serve,,,,,Tennis courts on school campus. Public use outside school hours; not reservable.,Per Redmond pickleball page: 4 tennis/pickleball courts at Rose Hill Middle School.,school,active
144,Nintendo of America - Tennis Court,"4600 150th Ave NE, Redmond, WA 98052",4600 150th Ave NE,Redmond,WA,98052,,,1,True,False,True,outdoor,Corporate/Private (Nintendo of America),Nintendo employees and guests only,,,,,,Corporate court at Nintendo of America HQ — restricted to employees and guests.,public_park,active
145,Woodside East Tennis Court,"1505 164th Ave NE, Bellevue, WA 98008",1505 164th Ave NE,Bellevue,WA,98008,,,1,False,False,False,outdoor,Apartments Owned,First come first serve,,,,,,,public_park,active
146,Hunts Point Tennis Courts,"Points Loop Trail, Hunts Point, WA 98004",Points Loop Trail,Hunts Point,WA,98004,,,2,False,False,False,outdoor,Town of Hunts Point / HOA-Private,Hunts Point residents only,,,,,,"Private residential town — courts restricted to Hunts Point residents/guests, not publicly accessible.",hoa_community,active
147,Tennis at PRO Club,"Tennis Dept, 4455 148th Ave NE, Bellevue, WA 98007","Tennis Dept, 4455 148th Ave NE",Bellevue,WA,98007,,,6,True,False,False,indoor,Club,Membership required to book,(425) 885-5566,https://www.proclub.com/club/fitness-and-sports/tennis#court-schedule,,Mon - Fri: 5AM - 11PM; SAT & SUN: 7AM - 10PM,,,private_club,active
148,Juanita Beach Park,"9703 Juanita Dr NE, Kirkland, WA 98034",9703 Juanita Dr NE,Kirkland,WA,98034,,,2,True,False,False,outdoor,City of Kirkland,First come first serve,(425) 587-3300,,,,Two lighted tennis courts.,,public_park,active
149,Forbes Creek Park Tennis Courts,"11615 NE 106th Ln, Kirkland, WA 98033",11615 NE 106th Ln,Kirkland,WA,98033,,,2,False,False,False,outdoor,City of Kirkland,First come first serve,(425) 587-3300,,,,The tennis courts are available for drop in use.,,public_park,active
150,Juanita High School,"10601 NE 132nd St, Kirkland, WA 98034",10601 NE 132nd St,Kirkland,WA,98034,,,6,True,False,False,outdoor,School,"No membership required, first come first play",(425) 936-1600,,,,Six lighted tennis courts.,Lake Washington SD,school,active
151,Lake Washington High School,"12033 NE 80th St, Kirkland, WA 98033",12033 NE 80th St,Kirkland,WA,98033,,,6,False,False,False,outdoor,School,"No membership required, first come first play",(425) 936-1700,,,,Six tennis courts.,,school,active
152,Kirkland Middle School Tennis Courts,"1838 4th St, Kirkland, WA 98033",1838 4th St,Kirkland,WA,98033,,,4,False,False,False,outdoor,School,"No membership required, first come first play",(425) 936-1700,,,,Four tennis courts.,,school,active
153,Finn Hill Middle School,"8040 NE 132nd St, Kirkland, WA 98034",8040 NE 132nd St,Kirkland,WA,98034,,,4,False,False,False,outdoor,School,"No membership required, first come first play",,,,,Tennis courts on school campus.,,school,active
154,Northwest University Tennis Courts,"5520 108th Ave NE, Kirkland, WA 98033",5520 108th Ave NE,Kirkland,WA,98033,,,2,False,False,False,outdoor,School,First come first serve,,,,,Two courts on the Northwest University campus.,Private university,college,active
155,Heritage Park Tennis Courts,"111 Waverly Way, Kirkland, WA 98033",111 Waverly Way,Kirkland,WA,98033,,,2,False,False,False,outdoor,City of Kirkland,First come first serve,(425) 587-3300,,,,,,public_park,active
156,Central Park Multi-Use Courts,"Issaquah Highlands Tennis Courts, 1907 NE Park Dr, Issaquah, WA 98029","Issaquah Highlands Tennis Courts, 1907 NE Park Dr",Issaquah,WA,98029,,,2,False,False,True,outdoor,City of Issaquah,First come first serve,(425) 837-3300,https://www.issaquahwa.gov/3287/Pickleball-Tennis-Courts,,Dawn - Dusk,Tennis courts with pickleball lines.,Renamed from 'Issaquah Highlands Park' per City of Issaquah official naming.,public_park,active
157,Klahanie Mountainview Tennis (HOA),"4280 Klahanie Dr. SE, Issaquah, WA 98029",4280 Klahanie Dr. SE,Issaquah,WA,98029,,,2,True,False,True,outdoor,HOA/Private (Klahanie Homeowners Association),Klahanie HOA members and guests only,Klahanie HOA (use HOA contact),,,,First come basis. Only for Klahanie residents.,"Mountainview facility has 2 tennis courts. Klahanie HOA total tennis inventory is 5 courts across 3 facilities: Summit (1), Lakeside (2), Mountainview (2). All HOA members only.",hoa_community,active
158,Meerwood Park Tennis Court,"4703 192nd Ave SE, Issaquah, WA 98027",4703 192nd Ave SE,Issaquah,WA,98027,,,1,False,False,False,outdoor,City of Issaquah,First come first serve,(425) 837-3300,,,Dawn - Dusk,Tennis courts at this neighborhood park.,,public_park,active
159,Black Nugget Park Tennis Court,"2423 NE Kyle Ct, Issaquah, WA 98029",2423 NE Kyle Ct,Issaquah,WA,98029,,,2,False,False,False,outdoor,City of Issaquah,First come first serve,(425) 837-3300,,,Dawn - Dusk,,,public_park,active
160,Tibbetts Valley Park Pickleball & Tennis Courts,"965 12th Ave NW, Issaquah, WA 98027",965 12th Ave NW,Issaquah,WA,98027,,,4,False,False,True,outdoor,City of Issaquah,First come first serve,(425) 837-3300,,,Dawn - Dusk,"1 dedicated tennis court + 3 multi-use tennis/pickleball courts (with 6 sets of pickleball lines), per City of Issaquah.",,public_park,active
161,East Sammamish Park Tennis and Pickleball Courts,"21300 NE 16th St, Sammamish, WA 98074",21300 NE 16th St,Sammamish,WA,98074,,,2,False,False,True,outdoor,City of Sammamish,First come first serve,(425) 295-0585,,,6:30am-Dusk (Apr-Sep); 7:30am-Dusk (Oct-Mar),Two tennis courts with painted pickleball lines. No lights — daytime play only.,,public_park,active
162,Trossachs Community Park,"Trossachs Blvd SE, Sammamish, WA 98075",Trossachs Blvd SE,Sammamish,WA,98075,,,1,False,False,False,outdoor,HOA/Private (Trossachs HOA),Trossachs residents only,,,,,,⚠️ HOA community court; details not verified from official source. Confirm with HOA before publishing.,hoa_community,active
163,Northeast Sammamish Park Tennis Courts,"21210 NE 36th St, Sammamish, WA 98074",21210 NE 36th St,Sammamish,WA,98074,,,2,False,False,False,outdoor,City of Sammamish,First come first serve,,,,,,,public_park,active
164,Eastlake High School,"400 228th Ave NE, Sammamish, WA 98074",400 228th Ave NE,Sammamish,WA,98074,,,8,False,False,False,outdoor,School,"No membership required, first come first play",,,,,Eight tennis courts on the high school campus.,,school,active
165,Sammamish Bluffs Tennis Court,"4641 W Lake Sammamish Pkwy SE, Issaquah, WA 98027",4641 W Lake Sammamish Pkwy SE,Issaquah,WA,98027,,,1,False,False,False,outdoor,Apartments Owned,First come first serve,,,,,,,public_park,active
166,Valley Memorial Park Tennis Courts,"3810 Stossel Ave, Carnation, WA 98014",3810 Stossel Ave,Carnation,WA,98014,,,2,False,False,True,outdoor,City of Carnation,,(425) 333-4192,,,,,Per City of Carnation: 2 tennis/pickleball multi-use courts. Reservation/event sources also reference 31999 E Blanche St as a court access/GPS pin.,public_park,active
167,Hampton Woods Tennis Court,"Hampton Woods Park, 4001 244th Pl SE, Sammamish, WA 98029","Hampton Woods Park, 4001 244th Pl SE",Sammamish,WA,98029,,,1,False,False,True,outdoor,HOA/Private (Hampton Woods HOA),Hampton Woods residents and guests only,,,,,,"Original address used lat/long (47.629064, -122.045888 Sammamish, Washington; https://maps.a...). Replaced with nearest street address; verify on map. | Per Hampton Woods HOA: residents-only community park with tennis court and pickleball.",hoa_community,active
168,Henry M. Jackson High School,"1508 136th St SE, Mill Creek, WA 98012",1508 136th St SE,Mill Creek,WA,98012,,,8,True,False,False,outdoor,School,"No membership required, first come first play",,,,,"Eight lighted tennis courts. Mill Creek address, commonly referenced as Bothell.",,school,active
169,Inglemoor High School,"15500 Simonds Rd NE, Kenmore, WA 98028",15500 Simonds Rd NE,Kenmore,WA,98028,,,6,False,False,False,outdoor,School,"No membership required, first come first play",,,,,Tennis courts on Inglemoor HS campus.,"Northshore SD | Courts # updated from 4 to 6 per multiple tennis directories (Tennis-Seattle, Bounce.game). NSD has no public court-count page; field-verify if precision matters.",school,active
170,Bothell High School,"9130 NE 180th St, Bothell, WA 98011",9130 NE 180th St,Bothell,WA,98011,,,6,False,False,False,outdoor,School,"No membership required, first come first play",,,,,Tennis courts on Bothell HS campus.,"Courts # updated from 4 to 6 per multiple tennis directories (TennisRound, Tennis-Seattle). NSD has no public court-count page; field-verify if precision matters.",school,active
171,Northshore Middle School,"12101 NE 160th St, Bothell, WA 98011",12101 NE 160th St,Bothell,WA,98011,,,4,False,False,False,outdoor,School,"No membership required, first come first play",,,,,Tennis courts on the middle school campus.,,school,active
172,Canyon Park Middle School,"23723 23rd Ave SE, Bothell, WA 98021",23723 23rd Ave SE,Bothell,WA,98021,,,4,False,False,False,outdoor,School,"No membership required, first come first play",,,,,Tennis courts on the middle school campus.,,school,active
173,Skyview Middle School,"21404 35th Ave SE, Bothell, WA 98021",21404 35th Ave SE,Bothell,WA,98021,,,4,True,False,False,outdoor,School,"No membership required, first come first play",,,,,Four lighted tennis courts on the middle school campus.,,school,active
174,Woodinville High School,"19727 136th Ave NE, Woodinville, WA 98072",19727 136th Ave NE,Woodinville,WA,98072,,,6,True,False,False,outdoor,School,"No membership required, first come first play",,,,,Six lighted tennis courts.,Northshore SD,school,active
175,Timbercrest Middle School,"21400 NE 196th St, Woodinville, WA 98077",21400 NE 196th St,Woodinville,WA,98077,,,4,False,True,False,outdoor,School,"No membership required, first come first play",,,,,Four tennis courts with a hitting wall.,,school,active
176,Mercer Island High School,"9100 SE 42nd St, Mercer Island, WA 98040",9100 SE 42nd St,Mercer Island,WA,98040,,,6,False,False,False,outdoor,School,"No membership required, first come first play",(206) 236-3359,,,,Six tennis courts on the Mercer Island HS campus. Not lighted.,,school,active
177,Liberty Park,"1101 Bronson Way N, Renton, WA 98057",1101 Bronson Way N,Renton,WA,98057,,,2,False,False,False,outdoor,City of Renton,First come first serve,(425) 430-6700,,,,Tennis courts in this central Renton park near the Cedar River.,Originally 3 tennis courts; 1 was converted to 2 pickleball courts per Renton official. 2 tennis courts remain playable today.,public_park,active
178,Hazen High School,"1101 Hoquiam Ave NE, Renton, WA 98059",1101 Hoquiam Ave NE,Renton,WA,98059,,,6,False,False,False,outdoor,School,"No membership required, first come first play",,,,,Tennis courts on Hazen HS campus.,⚠️ Court count NOT verified — sources conflict (4 vs 6). Confirm with district or on-site before publishing.,school,active
179,Green Lake Park East,"7201 E Green Lake Dr N, Seattle, WA 98115",7201 E Green Lake Dr N,Seattle,WA,98115,,,3,False,False,True,outdoor,Seattle Parks & Recreation,Reserve through Seattle Parks,(206) 684-4076,https://anc.apm.activecommunities.com/seattle/reservation/search?keyword=green%20lake%20park%20east,,,Green Lake East has 3 tennis courts that are also a major pickleball site; tennis is allowed when not pickleball-reserved.,Per Seattle Parks: officially listed as 3 tennis courts. Per Green Lake Pickleball community: heavily used for pickleball but tennis remains valid use. | ⚠️ WATCHLIST: Seattle's 2024 Pickleball/Tennis Vision and 2025 racquet-sports open-play pilot announce Green Lake East as a dedicated pickleball hub. Tennis remains valid use today but status may shift; recheck Seattle Parks dashboard quarterly.,public_park,active
180,Kent Memorial Park,"850 N Central Ave, Kent, WA 98032",850 N Central Ave,Kent,WA,98032,,,2,False,False,True,outdoor,City of Kent,First come first serve,(253) 856-5100,,,Dawn to Dusk,Tennis/pickleball courts at a popular Kent park.,,public_park,active
181,West Fenwick Park,"3808 Reith Rd, Kent, WA 98032",3808 Reith Rd,Kent,WA,98032,,,2,True,False,True,outdoor,City of Kent,First come first serve,(253) 856-5100,,,Dawn to Dusk,Tennis courts at this 22-acre Kent community park.,,public_park,active
182,Turnkey Park,"23312 100th Ave SE, Kent, WA 98031",23312 100th Ave SE,Kent,WA,98031,,,2,False,False,False,outdoor,City of Kent,First come first serve,(253) 856-5100,,,,Tennis courts at neighborhood park near the Talbot Hill reservoir.,Kent neighborhood park with 2 tennis courts. (Was incorrectly conflated with Talbot Hill Reservoir Park in Renton.),public_park,active
183,Talbot Hill Reservoir Park,"1900 Talbot Rd S, Renton, WA 98055",1900 Talbot Rd S,Renton,WA,98055,,,2,False,True,True,outdoor,City of Renton,First come first serve,(425) 430-6700,,,Dawn to Dusk,Renton city park with tennis/pickleball courts. Reopened after renovation.,Was incorrectly merged with Turnkey Park (Kent) in earlier versions. | Per VisitRenton: park has practice bang-board (hitting wall); site reopened after resurfacing/repainting for tennis and pickleball; includes 3 pickleball courts.,public_park,active
184,Olympic View Swim and Tennis Club,"11201 SE 256th St, Kent, WA 98030",11201 SE 256th St,Kent,WA,98030,,,4,False,False,False,outdoor,Club,Membership required,,,,,Private swim and tennis club. Membership required.,Verify court count,private_club,active
185,Game Farm Park,"3030 R St SE, Auburn, WA 98002",3030 R St SE,Auburn,WA,98002,,,4,False,False,True,outdoor,City of Auburn,First come first serve,(253) 931-3043,,,Dawn to Dusk,"Tennis courts available first-come, first-served.","4 tennis courts plus basketball and pickleball courts at venue, per Auburn official sources. Pickleball Lined = Yes reflects venue-level pickleball. Tennis-surface PB striping (vs. dedicated PB courts) should be field-verified if that distinction matters.",public_park,active
186,Lea Hill Tennis Courts,"32121 105th Pl SE, Auburn, WA 98092",32121 105th Pl SE,Auburn,WA,98092,,,2,False,False,False,outdoor,City of Auburn,First come first serve,(253) 931-3043,,,Dawn to Dusk,Tennis courts located on top of a City of Auburn water reservoir.,,public_park,active
187,Auburn High School,"711 E Main St, Auburn, WA 98002",711 E Main St,Auburn,WA,98002,,,6,False,False,False,outdoor,School,"No membership required, first come first play",(253) 931-4880,,,,Tennis courts on Auburn HS campus.,Auburn School District,school,active
188,Auburn Riverside High School,"501 Oravetz Rd SE, Auburn, WA 98092",501 Oravetz Rd SE,Auburn,WA,98092,,,6,False,False,False,outdoor,School,"No membership required, first come first play",(253) 931-4940,,,,Tennis courts on Auburn Riverside HS campus.,,school,active
189,Auburn Mountainview High School,"28900 124th Ave SE, Auburn, WA 98092",28900 124th Ave SE,Auburn,WA,98092,,,6,False,False,False,outdoor,School,"No membership required, first come first play",(253) 939-4942,,,,Tennis courts on Auburn Mountainview HS campus.,,school,active
190,Green River College,"12401 SE 320th St, Auburn, WA 98092",12401 SE 320th St,Auburn,WA,98092,,,6,False,False,False,outdoor,School,First come first serve when not in use by college,(253) 833-9111,,,,Tennis courts on the Green River College campus.,Community college,college,active
191,Saghalie Park,"33914 19th Ave SW, Federal Way, WA 98023",33914 19th Ave SW,Federal Way,WA,98023,,,4,True,False,True,outdoor,City of Federal Way,First come first serve,(253) 835-6900,,,Dawn to Dusk,Four lighted tennis courts with pickleball overlay at 16.4-acre community park.,,public_park,active
192,Sacajawea Park,"1401 S Dash Point Rd, Federal Way, WA 98003",1401 S Dash Point Rd,Federal Way,WA,98003,,,2,True,False,False,outdoor,City of Federal Way,First come first serve,(253) 835-6900,,,Dawn to Dusk,Two lighted tennis courts at 18-acre community park.,,public_park,active
193,Federal Way High School,"30611 16th Ave S, Federal Way, WA 98003",30611 16th Ave S,Federal Way,WA,98003,,,6,False,False,False,outdoor,School,"No membership required, first come first play",(253) 945-5400,,,,Tennis courts on Federal Way HS campus.,Federal Way Public Schools,school,active
194,Decatur High School,"2800 SW 320th St, Federal Way, WA 98023",2800 SW 320th St,Federal Way,WA,98023,,,6,False,False,False,outdoor,School,"No membership required, first come first play",(253) 945-5200,,,,Tennis courts on Decatur HS campus.,,school,active
195,Thomas Jefferson High School,"4248 S 288th St, Auburn, WA 98001",4248 S 288th St,Auburn,WA,98001,,,6,False,False,False,outdoor,School,"No membership required, first come first play",(253) 945-5600,,,,Tennis courts on TJHS campus. Federal Way district; Auburn address.,Federal Way Public Schools,school,active
196,Five Mile Lake Park,"36429 44th Ave S, Auburn, WA 98001",36429 44th Ave S,Auburn,WA,98001,,,2,False,False,False,outdoor,King County Parks,First come first serve,(206) 477-6150,,,Dawn to Dusk,Tennis courts at this lakeside park.,Managed by King County Parks (not City of Federal Way). Reservations via King County Parks active.com portal.,public_park,active
197,Highline High School,"225 S 152nd St, Burien, WA 98148",225 S 152nd St,Burien,WA,98148,,,4,False,True,False,outdoor,School,"No membership required, first come first play",(206) 631-6000,,,,Four tennis courts with a hitting wall on Highline HS campus.,Highline Public Schools,school,active
198,Lake Burien Park,"14640 18th Ave SW, Burien, WA 98166",14640 18th Ave SW,Burien,WA,98166,,,2,False,False,False,outdoor,City of Burien,First come first serve,(206) 988-3700,,,Dawn to Dusk,Two tennis courts at neighborhood park overlooking Lake Burien.,,public_park,active
199,McMicken Heights Park,"3818 S 166th St, SeaTac, WA 98188",3818 S 166th St,SeaTac,WA,98188,,,2,False,False,True,outdoor,City of SeaTac,First come first serve,(206) 973-4670,,,Dawn to Dusk,Tennis courts at this SeaTac neighborhood park.,"Per SeaTac + Seattle Southside: venue has 1 tennis court + 1 pickleball court (pickleball-specific listings) or 2 tennis surfaces with pickleball lining (third-party tennis listings). Conservative interpretation: 2 tennis surfaces, PB Lined=Yes (one is dedicated PB or both have PB lines). Field-verify if publishing court-level striping distinction.",public_park,active
200,Crystal Springs Park,"15832 51st Ave S, Tukwila, WA 98188",15832 51st Ave S,Tukwila,WA,98188,,,1,False,False,False,outdoor,City of Tukwila,First come first serve,(206) 768-2822,,,Dawn to Dusk,Tennis courts at this Tukwila park.,Per City of Tukwila official: 15832 51st Ave S; confirms tennis + basketball courts. Third-party tennis sources list 1 tennis court. Field-verify count/lighting/PB if precision matters.,public_park,active
201,Vassault Park,"6100 N 37th St, Tacoma, WA 98407",6100 N 37th St,Tacoma,WA,98407,,,2,False,False,True,outdoor,Parks Tacoma (Metro Parks),First come first serve,(253) 305-1000,,,Dawn to Dusk,Two fenced tennis courts in North Tacoma (also lined for pickleball).,Per Parks Tacoma: park has tennis + pickleball features. Court count not specified on official page — verify. | ⚠️ Courts #=2 NOT yet field-verified by user. Parks Tacoma confirms tennis at venue but does not state count. Add field-verification date when checked.,public_park,active
202,SERA Campus Tennis/Pickleball Courts,"6002 S Adams St, Tacoma, WA 98409",6002 S Adams St,Tacoma,WA,98409,,,2,False,False,True,outdoor,Parks Tacoma (Metro Parks),First come first serve,(253) 305-1000,,,,South End Recreation & Adventure complex. Tennis/pickleball courts slated for renovation under 2026 bond.,Renamed from 'STAR Center (SERA)' per Parks Tacoma SERA Campus page (6002 S Adams St). Tennis confirmed; court count 2 needs field verification. | 2026 Parks Tacoma neighborhood-parks bond was approved by voters in April 2026; SERA tennis/pickleball courts are listed as a future redo item — construction schedule TBD. Verify current playability before publishing.,public_park,active
203,Stadium High School,"111 N E St, Tacoma, WA 98403",111 N E St,Tacoma,WA,98403,,,4,False,False,False,outdoor,School,"No membership required, first come first play",(253) 571-3100,,,,Tennis courts on the iconic Stadium HS campus.,Tacoma Public Schools,school,active
204,Dr. Dolores Silas High School Tennis Courts (formerly Wilson HS),"1202 N Orchard St, Tacoma, WA 98406",1202 N Orchard St,Tacoma,WA,98406,,,4,False,False,False,outdoor,School,"No membership required, first come first play",(253) 571-6000,,,,Tennis courts on Wilson HS campus.,Renamed Wilson HS → Dr. Dolores Silas HS per Tacoma Public Schools (Silas official site). Phone updated to current main line.,school,active
205,University of Puget Sound,"1500 N Warner St, Tacoma, WA 98416",1500 N Warner St,Tacoma,WA,98416,,,6,False,False,False,outdoor,School,First come first serve when not in use,(253) 879-3100,,,,Tennis courts on the UPS campus.,Private university,college,active
206,Clark Park,"2400 Lombard Ave, Everett, WA 98201",2400 Lombard Ave,Everett,WA,98201,,,6,True,True,False,outdoor,City of Everett,First come first serve outside school use,(425) 257-8300,,,6 AM to dusk (park); tennis courts available until 9 PM,Six tennis courts (Everett School District) used by Everett HS tennis; open for public use outside school activities.,"Everett's oldest park | Lighted Yes per Everett (tennis courts available until 9 PM) and third-party directories (Tennis-Round, RecPlanet) listing 6 lighted courts. Field-verify if publishing court-level amenities.",public_park,active
207,American Legion Memorial Park,"145 Alverson Blvd, Everett, WA 98201",145 Alverson Blvd,Everett,WA,98201,,,1,False,False,True,outdoor,City of Everett,First come first serve,(425) 257-8300,,,Dawn to Dusk,Tennis courts at this Everett park along the waterfront.,Per Everett official: features 1 tennis court + 1 pickleball court (portable nets used). Address corrected 144→145 Alverson Blvd.,public_park,active
208,Forest Park (Everett),"802 Mukilteo Blvd, Everett, WA 98203",802 Mukilteo Blvd,Everett,WA,98203,,,2,False,False,False,outdoor,City of Everett,First come first serve,(425) 257-8300,,,Dawn to Dusk,Tennis courts at this 196-acre Everett park.,"TEMPORARILY CLOSED — Everett's pickleball project at Forest Park, est. completion June 2026. Per Everett official: sport courts and horseshoe pits are closed for construction as of 2026-05.",public_park,temporarily_closed
209,Garfield Park (Everett),"2300 Walnut St, Everett, WA 98201",2300 Walnut St,Everett,WA,98201,,,1,False,False,True,outdoor,City of Everett,First come first serve,(425) 257-8300,,,Dawn to Dusk,Tennis courts at this Everett neighborhood park.,Per Everett official: features 1 tennis court + 1 pickleball court (portable nets used).,public_park,active
210,Howarth Park,"1127 Olympic Blvd, Everett, WA 98203",1127 Olympic Blvd,Everett,WA,98203,,,2,False,False,True,outdoor,City of Everett,First come first serve,(425) 257-8300,,,Dawn to Dusk,Tennis courts at this waterfront park.,Pickleball Lined Yes per Everett RCO renovation scope (repair/resurface/restripe including pickleball striping on tennis courts). Verify final layout on-site.,public_park,active
211,Lowell Park,"4605 S 3rd Ave, Everett, WA 98201",4605 S 3rd Ave,Everett,WA,98201,,,1,False,False,True,outdoor,City of Everett,First come first serve,(425) 257-8300,,,Dawn to Dusk,One tennis/pickleball multi-use court at Lowell Park (Everett). Portable nets used for play.,Per Everett official + third-party listings: 1 tennis/pickleball multi-use court (not 2 dedicated tennis). Portable nets in use.,public_park,active
212,Cascade High School,"801 E Casino Rd, Everett, WA 98203",801 E Casino Rd,Everett,WA,98203,,,6,False,False,False,outdoor,School,"No membership required, first come first play",(425) 385-6000,,,,Tennis courts on Cascade HS campus.,Everett Public Schools,school,active
